aircraft_id,date,scheduled_flights,flight_hours,last_maintenance_date,days_since_last_maintenance,max_days_between_maintenance,maintenance_duration_days,maintenance_required,due_status,aircraft_type,base_airport,flight_intensity
TC-1009,2026-01-05,2,5.14,2025-12-26,10,25,4,0,not_due,A330,ADB,normal
TC-1009,2026-01-06,1,3.73,2025-12-26,11,25,4,0,not_due,A330,ADB,normal
TC-1009,2026-01-07,5,17.96,2025-12-26,12,25,4,0,not_due,A330,ADB,normal
TC-1009,2026-01-08,5,14.56,2025-12-26,13,25,4,0,not_due,A330,ADB,normal
TC-1009,2026-01-09,2,4.36,2025-12-26,14,25,4,0,not_due,A330,ADB,normal
TC-1009,2026-01-10,0,0.0,2025-12-26,15,25,4,0,not_due,A330,ADB,normal
TC-1009,2026-01-11,3,6.95,2025-12-26,16,25,4,0,not_due,A330,ADB,normal
TC-1009,2026-01-12,2,6.06,2025-12-26,17,25,4,0,not_due,A330,ADB,normal
TC-1009,2026-01-13,3,6.92,2025-12-26,18,25,4,1,due_soon,A330,ADB,normal
TC-1009,2026-01-14,0,0.0,2025-12-26,19,25,4,1,due_soon,A330,ADB,normal
TC-1009,2026-01-15,4,14.4,2025-12-26,20,25,4,1,due_soon,A330,ADB,normal
TC-1009,2026-01-16,4,9.81,2025-12-26,21,25,4,1,due_soon,A330,ADB,normal
TC-1009,2026-01-17,3,9.24,2025-12-26,22,25,4,1,due_soon,A330,ADB,normal
TC-1009,2026-01-18,1,3.31,2025-12-26,23,25,4,1,due_soon,A330,ADB,normal
TC-1009,2026-01-19,2,6.89,2025-12-26,24,25,4,1,due_soon,A330,ADB,normal
TC-1009,2026-01-20,2,4.43,2025-12-26,25,25,4,1,due_soon,A330,ADB,normal
TC-1009,2026-01-21,2,5.75,2025-12-26,26,25,4,1,overdue,A330,ADB,normal
TC-1009,2026-01-22,3,6.4,2025-12-26,27,25,4,1,overdue,A330,ADB,normal
TC-1009,2026-01-23,1,3.28,2025-12-26,28,25,4,1,overdue,A330,ADB,normal
TC-1009,2026-01-24,0,0.0,2025-12-26,29,25,4,1,overdue,A330,ADB,normal
TC-1009,2026-01-25,3,10.93,2025-12-26,30,25,4,1,overdue,A330,ADB,normal
TC-1009,2026-01-26,4,13.05,2025-12-26,31,25,4,1,overdue,A330,ADB,normal
TC-1009,2026-01-27,4,11.4,2025-12-26,32,25,4,1,overdue,A330,ADB,normal
TC-1009,2026-01-28,4,13.96,2025-12-26,33,25,4,1,overdue,A330,ADB,normal
TC-1009,2026-01-29,0,0.0,2025-12-26,34,25,4,1,overdue,A330,ADB,normal
TC-1009,2026-01-30,3,6.66,2025-12-26,35,25,4,1,overdue,A330,ADB,normal
TC-1010,2026-01-01,2,5.17,2025-12-27,5,25,2,0,not_due,B737-MAX,IST,normal
TC-1010,2026-01-02,4,10.86,2025-12-27,6,25,2,0,not_due,B737-MAX,IST,normal
TC-1010,2026-01-03,1,2.55,2025-12-27,7,25,2,0,not_due,B737-MAX,IST,normal
TC-1010,2026-01-04,1,3.1,2025-12-27,8,25,2,0,not_due,B737-MAX,IST,normal
TC-1010,2026-01-05,1,2.96,2025-12-27,9,25,2,0,not_due,B737-MAX,IST,normal
TC-1010,2026-01-06,5,13.61,2025-12-27,10,25,2,0,not_due,B737-MAX,IST,normal
TC-1010,2026-01-07,1,2.78,2025-12-27,11,25,2,0,not_due,B737-MAX,IST,normal
TC-1010,2026-01-08,2,5.09,2025-12-27,12,25,2,0,not_due,B737-MAX,IST,normal
TC-1010,2026-01-09,0,0.0,2025-12-27,13,25,2,0,not_due,B737-MAX,IST,normal
TC-1010,2026-01-10,1,2.47,2025-12-27,14,25,2,0,not_due,B737-MAX,IST,normal
TC-1010,2026-01-11,6,22.68,2025-12-27,15,25,2,0,not_due,B737-MAX,IST,normal
TC-1010,2026-01-12,3,6.09,2025-12-27,16,25,2,0,not_due,B737-MAX,IST,normal
TC-1010,2026-01-13,2,6.27,2025-12-27,17,25,2,0,not_due,B737-MAX,IST,normal
TC-1010,2026-01-14,2,4.9,2025-12-27,18,25,2,1,due_soon,B737-MAX,IST,normal
TC-1010,2026-01-15,6,15.22,2025-12-27,19,25,2,1,due_soon,B737-MAX,IST,normal
TC-1010,2026-01-16,3,7.78,2025-12-27,20,25,2,1,due_soon,B737-MAX,IST,normal
TC-1010,2026-01-17,1,2.12,2025-12-27,21,25,2,1,due_soon,B737-MAX,IST,normal
TC-1010,2026-01-18,4,9.4,2025-12-27,22,25,2,1,due_soon,B737-MAX,IST,normal
TC-1010,2026-01-19,3,10.07,2025-12-27,23,25,2,1,due_soon,B737-MAX,IST,normal
TC-1010,2026-01-20,2,7.86,2025-12-27,24,25,2,1,due_soon,B737-MAX,IST,normal
TC-1010,2026-01-21,1,2.87,2025-12-27,25,25,2,1,due_soon,B737-MAX,IST,normal
TC-1010,2026-01-22,3,11.01,2025-12-27,26,25,2,1,overdue,B737-MAX,IST,normal
TC-1010,2026-01-23,1,3.14,2025-12-27,27,25,2,1,overdue,B737-MAX,IST,normal
TC-1010,2026-01-24,1,2.42,2025-12-27,28,25,2,1,overdue,B737-MAX,IST,normal
TC-1010,2026-01-25,2,5.58,2025-12-27,29,25,2,1,overdue,B737-MAX,IST,normal
TC-1010,2026-01-26,2,4.78,2025-12-27,30,25,2,1,overdue,B737-MAX,IST,normal
TC-1010,2026-01-27,3,10.14,2025-12-27,31,25,2,1,overdue,B737-MAX,IST,normal
TC-1010,2026-01-28,4,13.84,2025-12-27,32,25,2,1,overdue,B737-MAX,IST,normal
TC-1010,2026-01-29,1,2.94,2025-12-27,33,25,2,1,overdue,B737-MAX,IST,normal
TC-1010,2026-01-30,1,2.93,2025-12-27,34,25,2,1,overdue,B737-MAX,IST,normal
TC-1011,2026-01-01,5,12.55,2025-12-23,9,30,4,0,not_due,A321,ADB,heavy
TC-1011,2026-01-02,3,11.08,2025-12-23,10,30,4,0,not_due,A321,ADB,heavy
TC-1011,2026-01-03,1,2.32,2025-12-23,11,30,4,0,not_due,A321,ADB,heavy
TC-1011,2026-01-04,6,12.61,2025-12-23,12,30,4,0,not_due,A321,ADB,heavy
TC-1011,2026-01-05,4,14.25,2025-12-23,13,30,4,0,not_due,A321,ADB,heavy
TC-1011,2026-01-06,9,22.29,2025-12-23,14,30,4,0,not_due,A321,ADB,heavy
TC-1011,2026-01-07,6,20.84,2025-12-23,15,30,4,0,not_due,A321,ADB,heavy
TC-1011,2026-01-08,8,26.21,2025-12-23,16,30,4,0,not_due,A321,ADB,heavy
TC-1011,2026-01-09,3,11.25,2025-12-23,17,30,4,0,not_due,A321,ADB,heavy
TC-1011,2026-01-10,6,16.04,2025-12-23,18,30,4,0,not_due,A321,ADB,heavy
TC-1011,2026-01-11,3,7.32,2025-12-23,19,30,4,0,not_due,A321,ADB,heavy
TC-1011,2026-01-12,3,8.09,2025-12-23,20,30,4,0,not_due,A321,ADB,heavy
TC-1011,2026-01-13,2,7.78,2025-12-23,21,30,4,0,not_due,A321,ADB,heavy
TC-1011,2026-01-14,2,7.47,2025-12-23,22,30,4,0,not_due,A321,ADB,heavy
TC-1011,2026-01-15,5,12.31,2025-12-23,23,30,4,1,due_soon,A321,ADB,heavy
TC-1011,2026-01-16,3,10.46,2025-12-23,24,30,4,1,due_soon,A321,ADB,heavy
TC-1011,2026-01-17,4,15.1,2025-12-23,25,30,4,1,due_soon,A321,ADB,heavy
TC-1011,2026-01-18,7,16.37,2025-12-23,26,30,4,1,due_soon,A321,ADB,heavy
TC-1011,2026-01-19,2,4.29,2025-12-23,27,30,4,1,due_soon,A321,ADB,heavy
TC-1011,2026-01-20,2,7.31,2025-12-23,28,30,4,1,due_soon,A321,ADB,heavy
TC-1011,2026-01-21,8,23.48,2025-12-23,29,30,4,1,due_soon,A321,ADB,heavy
TC-1011,2026-01-22,3,7.48,2025-12-23,30,30,4,1,due_soon,A321,ADB,heavy
TC-1011,2026-01-23,4,14.12,2025-12-23,31,30,4,1,overdue,A321,ADB,heavy
TC-1011,2026-01-24,4,12.55,2025-12-23,32,30,4,1,overdue,A321,ADB,heavy
TC-1011,2026-01-25,5,16.94,2025-12-23,33,30,4,1,overdue,A321,ADB,heavy
TC-1011,2026-01-26,3,8.45,2025-12-23,34,30,4,1,overdue,A321,ADB,heavy
TC-1011,2026-01-27,2,6.97,2025-12-23,35,30,4,1,overdue,A321,ADB,heavy
TC-1011,2026-01-28,6,23.14,2025-12-23,36,30,4,1,overdue,A321,ADB,heavy
TC-1011,2026-01-29,4,12.13,2025-12-23,37,30,4,1,overdue,A321,ADB,heavy
TC-1011,2026-01-30,6,14.6,2025-12-23,38,30,4,1,overdue,A321,ADB,heavy
